league,season,date,club_name,home_away,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,wins,draws,loses,pts
EPL,2022,2022-10-20 19:15:00,Leicester City,h,0.655249,1.19464,0.655249,1.19464,10.678571428571429,8.7,4,5,2,0,0.8526,w,1,0,0,3
EPL,2022,2022-10-23 13:00:00,Leicester City,a,0.989075,1.61785,0.989075,1.61785,19.529411764705884,24.714285714285715,5,11,4,0,0.915,w,1,0,0,3
EPL,2022,2022-10-29 11:30:00,Leicester City,h,0.693597,0.703827,0.693597,0.703827,31.875,14.941176470588236,2,14,0,1,1.3143,l,0,0,1,0
EPL,2022,2022-11-05 17:30:00,Leicester City,a,2.2679,1.3729,2.2679,1.3729,15.733333333333333,22.533333333333335,11,12,2,0,1.9554,w,1,0,0,3
EPL,2022,2022-11-12 15:00:00,Leicester City,a,1.60566,0.720721,0.844493,0.720721,11.652173913043478,12.238095238095235,5,6,2,0,2.1716,w,1,0,0,3
EPL,2022,2022-12-26 15:00:00,Leicester City,h,0.31099,1.76382,0.31099,1.00265,6.966666666666667,23.2,4,5,0,3,0.2514,l,0,0,1,0
EPL,2022,2022-12-30 20:00:00,Leicester City,a,0.863312,2.02463,0.863312,2.02463,22.0625,14.65,3,6,1,2,0.5978,l,0,0,1,0
EPL,2022,2023-01-03 19:45:00,Leicester City,h,1.45221,1.33493,1.45221,1.33493,6.25,15.227272727272728,6,4,0,1,1.4493,l,0,0,1,0
EPL,2022,2023-01-14 15:00:00,Leicester City,a,0.803421,1.75313,0.803421,1.75313,11.625,17.05263157894737,3,6,0,2,0.6593,l,0,0,1,0
EPL,2022,2023-01-21 15:00:00,Leicester City,h,1.35941,1.94491,1.35941,1.94491,32.81818181818182,9.80952380952381,2,12,2,2,0.9099,d,0,1,0,1
EPL,2022,2023-02-04 15:00:00,Leicester City,a,2.49784,1.4989,2.49784,1.4989,13.333333333333334,7.72,5,15,4,2,2.0979,w,1,0,0,3
EPL,2022,2023-02-11 15:00:00,Leicester City,h,1.41208,1.11709,1.41208,1.11709,7.073170731707317,16.1875,6,4,4,1,1.5917,w,1,0,0,3
EPL,2022,2023-02-19 14:00:00,Leicester City,a,1.39678,4.24663,1.39678,4.24663,11.586206896551724,10.545454545454543,7,12,0,3,0.1849,l,0,0,1,0
EPL,2022,2023-02-25 15:00:00,Leicester City,h,0.0203463,0.722059,0.0203463,0.722059,15.72222222222222,7.947368421052632,2,10,0,1,0.4856,l,0,0,1,0
EPL,2022,2023-03-04 17:30:00,Leicester City,a,1.67051,1.34332,1.67051,0.582156,5.964285714285714,13.115384615384617,12,1,0,1,1.6174,l,0,0,1,0
EPL,2022,2023-03-11 15:00:00,Leicester City,h,2.36139,1.49478,2.36139,1.49478,10.67741935483871,13.181818181818182,6,6,1,3,2.0370999999999997,l,0,0,1,0
EPL,2022,2023-03-18 15:00:00,Leicester City,a,1.42133,0.476467,1.42133,0.476467,9.88,9.133333333333333,5,7,1,1,2.1993,d,0,1,0,1
EPL,2022,2023-04-01 14:00:00,Leicester City,a,0.198959,1.93471,0.198959,1.93471,8.407407407407407,12.952380952380953,2,14,1,2,0.2256999999999999,l,0,0,1,0
EPL,2022,2023-04-04 18:45:00,Leicester City,h,0.671597,1.00159,0.671597,1.00159,10.22222222222222,10.4,2,11,1,2,1.0131,l,0,0,1,0
EPL,2022,2023-04-08 14:00:00,Leicester City,h,0.731965,1.92396,0.731965,1.92396,12.176470588235292,10.681818181818182,5,7,0,1,0.5454,l,0,0,1,0
EPL,2022,2023-04-15 16:30:00,Leicester City,a,1.92692,1.60702,1.92692,0.845854,21.789473684210527,9.6,7,2,1,3,1.6119,l,0,0,1,0
EPL,2022,2023-04-22 14:00:00,Leicester City,h,2.66929,0.59626,1.90812,0.59626,14.157894736842104,6.482758620689655,5,5,2,1,2.7367000000000004,w,1,0,0,3
EPL,2022,2023-04-25 19:00:00,Leicester City,a,2.08594,2.09645,2.08594,2.09645,5.12,7.275862068965517,7,2,1,1,1.3744,d,0,1,0,1
EPL,2022,2023-05-01 19:00:00,Leicester City,h,3.32486,3.28648,2.56369,2.52531,7.523809523809524,8.692307692307692,5,9,2,2,1.4183,d,0,1,0,1
EPL,2022,2023-05-08 14:00:00,Leicester City,a,2.92566,1.75276,1.31616,1.75276,10.642857142857142,7.296296296296297,4,10,3,5,2.1988000000000003,l,0,0,1,0
EPL,2022,2023-05-15 19:00:00,Leicester City,h,0.527496,1.77085,0.527496,1.77085,12.166666666666666,5.466666666666667,3,13,0,3,0.4529999999999999,l,0,0,1,0
EPL,2022,2023-05-22 19:00:00,Leicester City,a,0.0839072,2.05089,0.0839072,2.05089,28.727272727272727,4.1875,0,13,0,0,0.1178,d,0,1,0,1
EPL,2022,2023-05-28 15:30:00,Leicester City,h,2.03013,0.970352,2.03013,0.970352,14.666666666666666,15.65,8,8,2,1,2.1522,w,1,0,0,3
EPL,2022,2022-08-05 19:00:00,Crystal Palace,h,1.20637,1.43601,1.20637,1.43601,10.25,12.678571428571429,8,13,0,2,1.1504,l,0,0,1,0
EPL,2022,2022-08-15 19:00:00,Crystal Palace,a,1.64468,2.23596,1.64468,2.23596,41.27272727272727,3.4146341463414633,2,20,1,1,0.9993,d,0,1,0,1
EPL,2022,2022-08-20 14:00:00,Crystal Palace,h,2.91137,0.803828,2.00662,0.803828,13.944444444444445,7.411764705882353,8,3,3,1,2.6914,w,1,0,0,3
EPL,2022,2022-08-27 14:00:00,Crystal Palace,a,0.091976,2.3853,0.091976,2.3853,56.0,6.904761904761905,1,18,2,4,0.0732,l,0,0,1,0
EPL,2022,2022-08-30 18:30:00,Crystal Palace,h,0.777363,1.61808,0.777363,1.61808,13.0,14.473684210526317,1,8,1,1,0.7246,d,0,1,0,1
EPL,2022,2022-09-03 14:00:00,Crystal Palace,a,0.920595,2.90672,0.920595,2.90672,11.866666666666667,6.303030303030303,4,10,0,0,0.3035,d,0,1,0,1
EPL,2022,2022-10-01 14:00:00,Crystal Palace,h,0.70987,1.25506,0.70987,1.25506,17.0,7.8076923076923075,2,12,1,2,0.8415,l,0,0,1,0
EPL,2022,2022-10-09 13:00:00,Crystal Palace,h,1.65194,1.06564,1.65194,1.06564,7.105263157894737,6.368421052631579,5,10,2,1,1.8395999999999997,w,1,0,0,3
EPL,2022,2022-10-15 11:30:00,Crystal Palace,a,0.346808,0.973426,0.346808,0.973426,24.357142857142858,7.7105263157894735,1,13,0,0,0.7158,d,0,1,0,1
EPL,2022,2022-10-18 19:15:00,Crystal Palace,h,1.25617,0.857837,1.25617,0.857837,7.727272727272728,8.366666666666667,8,8,2,1,1.688,w,1,0,0,3
EPL,2022,2022-10-22 14:00:00,Crystal Palace,a,0.597167,1.93396,0.597167,1.93396,8.583333333333334,9.655172413793103,4,5,0,3,0.3649,l,0,0,1,0
EPL,2022,2022-10-29 14:00:00,Crystal Palace,h,1.00384,1.35803,1.00384,1.35803,11.608695652173912,7.3,7,8,1,0,1.0788,w,1,0,0,3
EPL,2022,2022-11-06 14:00:00,Crystal Palace,a,1.03344,0.192579,1.03344,0.192579,31.333333333333332,18.055555555555557,9,1,2,1,2.1555,w,1,0,0,3
EPL,2022,2022-11-12 15:00:00,Crystal Palace,a,1.14552,1.23752,0.384356,1.23752,8.2,25.6,3,4,0,1,1.2479,l,0,0,1,0
EPL,2022,2022-12-26 15:00:00,Crystal Palace,h,0.421754,2.69927,0.421754,2.69927,18.11111111111111,8.678571428571429,2,13,0,3,0.1444,l,0,0,1,0
EPL,2022,2022-12-31 15:00:00,Crystal Palace,a,1.75264,0.895819,1.75264,0.895819,9.73076923076923,7.05,8,8,2,0,2.0931,w,1,0,0,3
EPL,2022,2023-01-04 20:00:00,Crystal Palace,h,0.787525,1.66514,0.787525,1.66514,14.75,14.235294117647058,8,9,0,4,0.6605000000000001,l,0,0,1,0
EPL,2022,2023-01-15 14:00:00,Crystal Palace,a,0.837366,2.12987,0.837366,2.12987,11.5,5.739130434782608,3,9,0,1,0.4668,l,0,0,1,0
EPL,2022,2023-01-18 15:30:00,Crystal Palace,h,0.413339,1.39437,0.413339,1.39437,13.06896551724138,7.958333333333333,3,12,1,1,0.5356,d,0,1,0,1
EPL,2022,2023-01-21 17:30:00,Crystal Palace,h,0.333154,1.44384,0.333154,1.44384,7.870967741935484,6.842105263157895,3,13,0,0,0.4495,d,0,1,0,1
EPL,2022,2023-02-04 15:00:00,Crystal Palace,a,1.3798,2.07035,1.3798,1.30918,16.466666666666665,13.823529411764708,4,11,1,2,0.8257,l,0,0,1,0
EPL,2022,2023-02-11 15:00:00,Crystal Palace,h,0.928279,2.64981,0.928279,2.64981,21.61904761904762,3.6333333333333337,2,8,1,1,0.3426,d,0,1,0,1
EPL,2022,2023-02-18 15:00:00,Crystal Palace,a,1.12202,0.610105,1.12202,0.610105,19.733333333333334,7.32,3,12,1,1,1.8361,d,0,1,0,1
EPL,2022,2023-02-25 19:45:00,Crystal Palace,h,0.989086,1.35123,0.989086,1.35123,18.681818181818183,8.31578947368421,1,5,0,0,1.0333,d,0,1,0,1
EPL,2022,2023-03-04 15:00:00,Crystal Palace,a,0.152761,0.890605,0.152761,0.890605,9.405405405405403,8.576923076923077,0,8,0,1,0.5474,l,0,0,1,0
EPL,2022,2023-03-11 17:30:00,Crystal Palace,h,0.185498,2.1884,0.185498,1.42723,17.41176470588235,5.433333333333334,0,8,0,1,0.1106,l,0,0,1,0
EPL,2022,2023-03-15 19:30:00,Crystal Palace,a,1.21452,0.588727,1.21452,0.588727,10.5,8.481481481481481,7,5,0,1,1.9245,l,0,0,1,0
EPL,2022,2023-03-19 14:00:00,Crystal Palace,a,1.19194,1.53568,1.19194,1.53568,17.22222222222222,12.6875,5,13,1,4,1.1096,l,0,0,1,0
EPL,2022,2023-04-01 14:00:00,Crystal Palace,h,1.93471,0.198959,1.93471,0.198959,12.952380952380953,8.407407407407407,14,2,2,1,2.6233,w,1,0,0,3
EPL,2022,2023-04-09 13:00:00,Crystal Palace,a,3.22687,1.02075,3.22687,1.02075,11.0,5.186046511627907,6,7,5,1,2.6913,w,1,0,0,3
EPL,2022,2023-04-15 14:00:00,Crystal Palace,a,0.86306,0.678449,0.86306,0.678449,9.090909090909092,8.478260869565217,8,9,2,0,1.5492,w,1,0,0,3
EPL,2022,2023-04-22 14:00:00,Crystal Palace,h,0.368137,0.433712,0.368137,0.433712,9.4375,8.818181818181818,5,3,0,0,1.1770999999999998,d,0,1,0,1
EPL,2022,2023-04-25 18:30:00,Crystal Palace,a,0.580294,1.12829,0.580294,0.367118,8.75,9.5,5,3,0,2,0.7442,l,0,0,1,0
EPL,2022,2023-04-29 11:30:00,Crystal Palace,h,2.31888,1.98262,1.55771,1.98262,7.55,8.75,13,1,4,3,1.5977,w,1,0,0,3
EPL,2022,2023-05-06 14:00:00,Crystal Palace,a,0.306669,1.15665,0.306669,1.15665,10.79310344827586,7.814814814814815,4,1,0,1,0.546,l,0,0,1,0
EPL,2022,2023-05-13 14:00:00,Crystal Palace,h,1.40237,0.262022,1.40237,0.262022,14.31578947368421,13.347826086956522,9,5,2,0,2.3794,w,1,0,0,3
EPL,2022,2023-05-20 14:00:00,Crystal Palace,a,1.70785,1.95519,1.70785,1.19402,11.933333333333334,9.136363636363637,10,12,2,2,1.1376000000000002,d,0,1,0,1
EPL,2022,2023-05-28 15:30:00,Crystal Palace,h,1.00786,0.436439,1.00786,0.436439,7.380952380952381,16.5625,11,1,1,1,1.8398,d,0,1,0,1
EPL,2022,2022-08-06 16:30:00,Chelsea,a,1.92315,0.541983,1.16198,0.541983,6.1923076923076925,12.0,7,3,1,0,2.4766,w,1,0,0,3
EPL,2022,2022-08-14 15:30:00,Chelsea,h,1.83945,1.58708,1.83945,1.58708,6.655172413793103,12.285714285714286,12,2,2,2,1.554,d,0,1,0,1
EPL,2022,2022-08-21 13:00:00,Chelsea,a,0.692492,2.20971,0.692492,2.20971,4.633333333333334,8.5625,7,1,0,3,0.2243,l,0,0,1,0
EPL,2022,2022-08-27 14:00:00,Chelsea,h,1.74916,1.96023,1.74916,1.96023,11.24,21.5,3,10,2,1,1.2501,w,1,0,0,3
EPL,2022,2022-08-30 18:45:00,Chelsea,a,1.5047,1.44086,1.5047,1.44086,3.407407407407407,12.125,7,3,1,2,1.4181,l,0,0,1,0
EPL,2022,2022-09-03 14:00:00,Chelsea,h,0.707333,1.4196,0.707333,1.4196,9.647058823529411,23.357142857142858,4,1,2,1,0.5895,w,1,0,0,3
EPL,2022,2022-10-01 14:00:00,Chelsea,a,1.25506,0.70987,1.25506,0.70987,7.8076923076923075,17.0,12,2,2,1,1.8501,w,1,0,0,3
EPL,2022,2022-10-08 14:00:00,Chelsea,h,2.43092,0.748449,2.43092,0.748449,11.291666666666666,39.125,11,4,3,0,2.4922999999999997,w,1,0,0,3
EPL,2022,2022-10-16 13:00:00,Chelsea,a,1.23643,2.44542,1.23643,2.44542,13.533333333333331,14.037037037037036,5,6,2,0,0.5770000000000001,w,1,0,0,3
EPL,2022,2022-10-19 18:30:00,Chelsea,a,0.557405,1.45228,0.557405,1.45228,10.5,16.705882352941178,14,7,0,0,0.5537,d,0,1,0,1
EPL,2022,2022-10-22 15:30:00,Chelsea,h,1.20238,0.730935,0.441206,0.730935,16.0,16.307692307692307,3,8,1,1,1.8624,d,0,1,0,1
EPL,2022,2022-10-29 14:00:00,Chelsea,a,1.07554,2.881,1.07554,2.881,12.5,22.692307692307693,8,5,1,4,0.296,l,0,0,1,0
EPL,2022,2022-11-06 12:00:00,Chelsea,h,0.278815,2.37846,0.278815,2.37846,8.551724137931034,5.967741935483871,5,3,0,1,0.1101999999999999,l,0,0,1,0
EPL,2022,2022-11-12 17:30:00,Chelsea,a,0.359105,1.3601,0.359105,1.3601,10.681818181818182,8.485714285714286,2,7,0,1,0.461,l,0,0,1,0
EPL,2022,2022-12-27 17:30:00,Chelsea,h,1.91378,0.44307,1.91378,0.44307,10.470588235294118,15.291666666666666,7,4,2,0,2.4991,w,1,0,0,3
EPL,2022,2023-01-01 16:30:00,Chelsea,a,1.37305,0.985219,1.37305,0.985219,6.136363636363637,19.291666666666668,6,10,1,1,1.7223000000000002,d,0,1,0,1
EPL,2022,2023-01-05 20:00:00,Chelsea,h,0.493576,1.71972,0.493576,1.71972,13.583333333333334,12.76923076923077,5,10,0,1,0.3875,l,0,0,1,0
EPL,2022,2023-01-12 19:00:00,Chelsea,a,2.39911,0.711266,2.39911,0.711266,8.73076923076923,14.590909090909092,7,2,1,2,2.5559,l,0,0,1,0
EPL,2022,2023-01-15 14:00:00,Chelsea,h,2.12987,0.837366,2.12987,0.837366,5.739130434782608,11.5,9,3,1,0,2.3394,w,1,0,0,3
EPL,2022,2023-01-21 12:30:00,Chelsea,a,1.84467,1.30125,1.84467,1.30125,9.814814814814817,10.5625,7,7,0,0,1.7713,d,0,1,0,1
EPL,2022,2023-02-03 20:00:00,Chelsea,h,1.41471,0.493341,1.41471,0.493341,4.2727272727272725,19.727272727272727,5,5,0,0,2.1542,d,0,1,0,1
EPL,2022,2023-02-11 12:30:00,Chelsea,a,0.900465,1.07615,0.900465,1.07615,5.65,21.333333333333332,10,6,1,1,1.1671,d,0,1,0,1
EPL,2022,2023-02-18 15:00:00,Chelsea,h,1.61723,0.619532,1.61723,0.619532,5.862068965517241,7.119047619047619,11,3,0,1,2.2223,l,0,0,1,0
EPL,2022,2023-02-26 13:30:00,Chelsea,a,0.262281,0.926313,0.262281,0.926313,8.033333333333333,11.48,5,5,0,2,0.5469999999999999,l,0,0,1,0
EPL,2022,2023-03-04 15:00:00,Chelsea,h,1.8678,0.633995,1.8678,0.633995,8.44,17.894736842105264,8,4,1,0,2.3222,w,1,0,0,3
EPL,2022,2023-03-11 15:00:00,Chelsea,a,1.49478,2.36139,1.49478,2.36139,13.181818181818182,10.67741935483871,6,6,3,1,0.7435,w,1,0,0,3
EPL,2022,2023-03-18 17:30:00,Chelsea,h,1.90027,1.64675,1.1391,1.64675,7.133333333333334,12.958333333333334,9,1,2,2,1.5468,d,0,1,0,1
EPL,2022,2023-04-01 16:30:00,Chelsea,h,2.38024,0.765794,2.38024,0.765794,4.542857142857143,12.291666666666666,19,2,0,2,2.449,l,0,0,1,0
EPL,2022,2023-04-04 19:00:00,Chelsea,h,2.18903,0.202217,2.18903,0.202217,15.75,10.419354838709678,12,8,0,0,2.7888,d,0,1,0,1
EPL,2022,2023-04-08 14:00:00,Chelsea,a,0.815308,0.601153,0.815308,0.601153,10.176470588235292,10.035714285714286,14,3,0,1,1.4924999999999995,l,0,0,1,0
EPL,2022,2023-04-15 14:00:00,Chelsea,h,0.46331,2.52107,0.46331,2.52107,15.55,10.375,6,11,1,2,0.2155,l,0,0,1,0
EPL,2022,2023-04-26 18:45:00,Chelsea,h,1.21124,0.695344,1.21124,0.695344,8.333333333333334,14.4,10,3,0,2,1.8125,l,0,0,1,0
EPL,2022,2023-05-02 19:00:00,Chelsea,a,0.785202,2.7832,0.785202,2.7832,23.76923076923077,12.458333333333334,8,13,1,3,0.2658,l,0,0,1,0
EPL,2022,2023-05-06 14:00:00,Chelsea,a,1.76852,1.21755,1.76852,1.21755,6.3478260869565215,19.3125,13,9,3,1,1.8037,w,1,0,0,3
EPL,2022,2023-05-13 14:00:00,Chelsea,h,0.999181,1.96797,0.999181,1.96797,5.15,13.884615384615383,10,2,2,2,0.652,d,0,1,0,1
EPL,2022,2023-05-21 15:00:00,Chelsea,a,1.15648,1.20557,1.15648,1.20557,22.842105263157897,9.695652173913045,7,12,0,1,1.3201,l,0,0,1,0
EPL,2022,2023-05-25 19:00:00,Chelsea,a,1.68364,4.92231,1.68364,4.16115,11.7,14.538461538461538,11,18,1,4,0.0826,l,0,0,1,0
EPL,2022,2023-05-28 15:30:00,Chelsea,h,2.01924,1.51899,2.01924,1.51899,6.724137931034483,16.333333333333332,17,5,1,1,1.7055999999999998,d,0,1,0,1
EPL,2022,2022-08-07 15:30:00,West Ham,h,0.246188,2.58739,0.246188,1.82623,26.0,25.5,2,11,0,2,0.08,l,0,0,1,0
EPL,2022,2022-08-14 13:00:00,West Ham,a,2.08634,1.9717,1.32517,1.9717,8.2,10.8125,7,4,0,1,1.4451,l,0,0,1,0
EPL,2022,2022-08-21 13:00:00,West Ham,h,0.768634,1.82645,0.768634,1.06528,26.1,18.857142857142858,6,2,0,2,0.5258,l,0,0,1,0
EPL,2022,2022-08-28 13:00:00,West Ham,a,0.334589,0.304555,0.334589,0.304555,17.55,13.5,3,4,1,0,1.2731,w,1,0,0,3
EPL,2022,2022-08-31 18:45:00,West Ham,h,1.52267,0.723285,1.52267,0.723285,28.25,18.9,3,6,1,1,2.0176,d,0,1,0,1
EPL,2022,2022-09-03 14:00:00,West Ham,a,1.4196,0.707333,1.4196,0.707333,23.357142857142858,9.647058823529411,1,4,1,2,2.1213,l,0,0,1,0
EPL,2022,2022-09-18 13:15:00,West Ham,a,0.655351,0.39773,0.655351,0.39773,11.38095238095238,15.461538461538462,2,3,0,1,1.5435,l,0,0,1,0
EPL,2022,2022-10-01 16:30:00,West Ham,h,1.03934,0.575988,1.03934,0.575988,21.384615384615383,20.2,4,10,2,0,1.7294,w,1,0,0,3
EPL,2022,2022-10-09 13:00:00,West Ham,h,3.43676,0.549848,2.67559,0.549848,30.77777777777778,17.933333333333334,7,5,3,1,2.9013,w,1,0,0,3
EPL,2022,2022-10-16 13:00:00,West Ham,a,1.70727,0.524479,1.70727,0.524479,11.23076923076923,18.0,8,2,1,1,2.278,d,0,1,0,1
EPL,2022,2022-10-19 18:30:00,West Ham,a,2.48649,2.24066,1.72532,2.24066,26.714285714285715,12.76,4,8,0,1,1.5733,l,0,0,1,0
EPL,2022,2022-10-24 19:00:00,West Ham,h,1.97715,0.730443,1.21598,0.730443,11.318181818181818,15.68421052631579,7,4,2,0,2.3783,w,1,0,0,3
EPL,2022,2022-10-30 16:15:00,West Ham,a,1.00033,1.7514,1.00033,1.7514,16.466666666666665,13.5,5,6,0,1,0.7785,l,0,0,1,0
EPL,2022,2022-11-06 14:00:00,West Ham,h,0.192579,1.03344,0.192579,1.03344,18.055555555555557,31.333333333333332,1,9,1,2,0.5124,l,0,0,1,0
EPL,2022,2022-11-12 15:00:00,West Ham,h,0.720721,1.60566,0.720721,0.844493,12.238095238095235,11.652173913043478,6,5,0,2,0.5972,l,0,0,1,0
EPL,2022,2022-12-26 20:00:00,West Ham,a,1.02652,1.88828,0.265347,1.88828,19.526315789473685,7.576923076923077,1,14,1,3,0.7037,l,0,0,1,0
EPL,2022,2022-12-30 19:45:00,West Ham,h,1.13979,1.51436,1.13979,1.51436,10.0,30.444444444444443,5,7,0,2,1.0096,l,0,0,1,0
EPL,2022,2023-01-04 19:45:00,West Ham,a,1.29245,1.2577,0.531284,1.2577,9.592592592592592,4.260869565217392,3,7,2,2,1.4064,d,0,1,0,1
EPL,2022,2023-01-14 15:00:00,West Ham,a,0.735105,0.806232,0.735105,0.806232,14.80952380952381,15.307692307692308,7,5,0,1,1.2308,l,0,0,1,0
EPL,2022,2023-01-21 15:00:00,West Ham,h,2.46879,0.286826,2.46879,0.286826,21.2,10.526315789473683,3,4,2,0,2.8585,w,1,0,0,3
EPL,2022,2023-02-04 17:30:00,West Ham,a,1.27831,1.22883,1.27831,1.22883,10.576923076923077,8.05,4,6,1,1,1.39,d,0,1,0,1
EPL,2022,2023-02-11 12:30:00,West Ham,h,1.07615,0.900465,1.07615,0.900465,21.333333333333332,5.65,6,10,1,1,1.5019,d,0,1,0,1
EPL,2022,2023-02-19 16:30:00,West Ham,a,0.365173,1.43042,0.365173,1.43042,10.821428571428571,6.592592592592593,3,8,0,2,0.4648,l,0,0,1,0
EPL,2022,2023-02-25 15:00:00,West Ham,h,3.05032,0.350849,3.05032,0.350849,10.409090909090908,14.692307692307692,13,3,4,0,2.9177,w,1,0,0,3
EPL,2022,2023-03-04 15:00:00,West Ham,a,0.250045,3.49993,0.250045,2.73876,19.363636363636363,10.473684210526317,3,9,0,4,0.0145999999999999,l,0,0,1,0
EPL,2022,2023-03-12 14:00:00,West Ham,h,2.14634,1.99139,1.38517,1.99139,12.37037037037037,23.0,3,10,1,1,1.4631999999999998,d,0,1,0,1
EPL,2022,2023-04-02 13:00:00,West Ham,h,1.40363,0.318261,1.40363,0.318261,8.972972972972974,7.758620689655173,3,3,1,0,2.3067,w,1,0,0,3
EPL,2022,2023-04-05 19:00:00,West Ham,h,0.83342,2.84091,0.83342,2.84091,11.583333333333334,6.36,3,11,1,5,0.2293,l,0,0,1,0
EPL,2022,2023-04-08 14:00:00,West Ham,a,1.23261,0.456524,1.23261,0.456524,16.57894736842105,4.277777777777778,4,9,1,0,2.0868,w,1,0,0,3
EPL,2022,2023-04-16 13:00:00,West Ham,h,1.96095,2.71782,1.19978,1.95665,15.8,6.5,4,10,2,2,0.7921,d,0,1,0,1
EPL,2022,2023-04-23 13:00:00,West Ham,a,2.52322,0.974687,2.52322,0.974687,14.0,9.352941176470589,8,8,4,0,2.404199999999999,w,1,0,0,3
EPL,2022,2023-04-26 18:45:00,West Ham,h,0.939348,1.7045,0.939348,1.7045,25.842105263157897,4.78125,2,12,1,2,0.7462,l,0,0,1,0
EPL,2022,2023-04-29 11:30:00,West Ham,a,1.98262,2.31888,1.98262,1.55771,8.75,7.55,1,13,3,4,1.1248999999999998,l,0,0,1,0
EPL,2022,2023-05-03 19:00:00,West Ham,a,0.492075,2.99908,0.492075,2.99908,32.75,6.833333333333333,2,15,0,3,0.123,l,0,0,1,0
EPL,2022,2023-05-07 18:00:00,West Ham,h,1.76618,1.1942,1.76618,1.1942,28.846153846153847,7.739130434782608,4,15,1,0,1.8431,w,1,0,0,3
EPL,2022,2023-05-14 13:00:00,West Ham,a,0.203312,4.42571,0.203312,4.42571,19.133333333333333,12.947368421052632,2,7,0,2,0.0057,l,0,0,1,0
EPL,2022,2023-05-21 12:30:00,West Ham,h,2.48001,0.645828,2.48001,0.645828,9.705882352941176,9.89655172413793,15,8,3,1,2.6020000000000003,w,1,0,0,3
EPL,2022,2023-05-28 15:30:00,West Ham,a,0.970352,2.03013,0.970352,2.03013,15.65,14.666666666666666,8,8,1,2,0.6372,l,0,0,1,0
EPL,2022,2022-08-06 14:00:00,Tottenham Hotspur,h,1.6172,0.386546,1.6172,0.386546,5.7,15.545454545454543,12,7,4,1,2.3215,w,1,0,0,3
EPL,2022,2022-08-14 15:30:00,Tottenham Hotspur,a,1.58708,1.83945,1.58708,1.83945,12.285714285714286,6.655172413793103,2,12,2,2,1.1907,d,0,1,0,1
EPL,2022,2022-08-20 11:30:00,Tottenham Hotspur,h,1.46608,0.686123,1.46608,0.686123,11.6,20.642857142857142,8,6,1,0,2.0355,w,1,0,0,3
EPL,2022,2022-08-28 15:30:00,Tottenham Hotspur,a,2.44473,0.801369,1.68356,0.801369,15.11111111111111,9.724137931034482,6,11,2,0,2.4975,w,1,0,0,3
EPL,2022,2022-08-31 18:45:00,Tottenham Hotspur,a,0.723285,1.52267,0.723285,1.52267,18.9,28.25,6,3,1,1,0.7243,d,0,1,0,1
EPL,2022,2022-09-03 14:00:00,Tottenham Hotspur,h,2.67823,0.381556,2.67823,0.381556,12.052631578947368,16.22222222222222,16,1,2,1,2.8029,w,1,0,0,3
EPL,2022,2022-09-17 16:30:00,Tottenham Hotspur,h,1.98619,1.59449,1.98619,0.833326,21.214285714285715,17.11111111111111,6,10,6,2,1.6507,w,1,0,0,3
EPL,2022,2022-10-01 11:30:00,Tottenham Hotspur,a,1.5027,2.48403,0.741526,2.48403,18.46153846153846,10.38888888888889,2,12,1,3,0.6607,l,0,0,1,0
EPL,2022,2022-10-08 16:30:00,Tottenham Hotspur,a,0.771641,0.899735,0.771641,0.899735,14.166666666666666,14.333333333333334,6,15,1,0,1.2318,w,1,0,0,3
EPL,2022,2022-10-15 16:30:00,Tottenham Hotspur,h,2.49409,0.560039,1.73292,0.560039,12.5,25.071428571428573,8,0,2,0,2.6594,w,1,0,0,3
EPL,2022,2022-10-19 19:15:00,Tottenham Hotspur,a,0.658526,1.70973,0.658526,1.70973,18.357142857142858,18.41176470588235,7,10,0,2,0.5901000000000001,l,0,0,1,0
EPL,2022,2022-10-23 15:30:00,Tottenham Hotspur,h,1.56513,1.1294,1.56513,1.1294,8.5,15.055555555555555,7,11,1,2,1.6868,l,0,0,1,0
EPL,2022,2022-10-29 14:00:00,Tottenham Hotspur,a,2.1946,0.887533,2.1946,0.887533,18.4,20.5625,10,3,3,2,2.2932,w,1,0,0,3
EPL,2022,2022-11-06 16:30:00,Tottenham Hotspur,h,1.81736,1.46548,1.81736,1.46548,15.458333333333334,17.058823529411764,4,7,1,2,1.6047,l,0,0,1,0
EPL,2022,2022-11-12 15:00:00,Tottenham Hotspur,h,2.58046,1.71731,2.58046,1.71731,16.727272727272727,21.533333333333335,7,6,4,3,1.9404,w,1,0,0,3
EPL,2022,2022-12-26 12:30:00,Tottenham Hotspur,a,0.883787,2.25263,0.883787,2.25263,8.8125,11.583333333333334,5,7,2,2,0.3923999999999999,d,0,1,0,1
EPL,2022,2023-01-01 14:00:00,Tottenham Hotspur,h,0.569383,1.21733,0.569383,1.21733,10.272727272727272,17.27777777777778,6,7,0,2,0.7211000000000001,l,0,0,1,0
EPL,2022,2023-01-04 20:00:00,Tottenham Hotspur,a,1.66514,0.787525,1.66514,0.787525,14.235294117647058,14.75,9,8,4,0,2.1029,w,1,0,0,3
EPL,2022,2023-01-15 16:30:00,Tottenham Hotspur,h,1.71032,2.04232,1.71032,2.04232,16.923076923076923,11.5,8,8,0,2,1.1281,l,0,0,1,0
