league,season,date,club_name,home_away,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,wins,draws,loses,pts
EPL,2021,2021-12-12 16:30:00,Everton,a,1.27556,2.09864,1.27556,2.09864,9.612903225806452,8.125,5,8,1,3,0.7711,l,0,0,1,0
EPL,2021,2021-12-16 19:45:00,Everton,a,0.627528,3.20239,0.627528,3.20239,25.235294117647054,5.066666666666666,0,14,1,1,0.1248,d,0,1,0,1
EPL,2021,2022-01-02 14:00:00,Everton,h,1.82698,1.48397,1.06581,1.48397,11.31578947368421,8.08695652173913,5,8,2,3,1.6211,l,0,0,1,0
EPL,2021,2022-01-15 15:00:00,Everton,a,0.541027,1.00153,0.541027,1.00153,5.346153846153846,12.1,7,4,1,2,0.8229,l,0,0,1,0
EPL,2021,2022-01-22 12:30:00,Everton,h,1.2384,0.860245,1.2384,0.860245,6.620689655172414,4.875,1,5,0,1,1.6768,l,0,0,1,0
EPL,2021,2022-02-08 19:45:00,Everton,a,0.823607,2.68732,0.823607,2.68732,5.32,6.948717948717949,1,3,1,3,0.2541,l,0,0,1,0
EPL,2021,2022-02-12 15:00:00,Everton,h,2.58561,0.242668,2.58561,0.242668,11.148148148148149,6.043478260869565,10,4,3,0,2.8679,w,1,0,0,3
EPL,2021,2022-02-19 15:00:00,Everton,a,0.19991,2.72851,0.19991,2.72851,9.88888888888889,5.884615384615385,8,9,0,2,0.0673,l,0,0,1,0
EPL,2021,2022-02-26 17:30:00,Everton,h,0.770819,1.93422,0.770819,1.93422,16.136363636363637,6.0,6,10,0,1,0.4503,l,0,0,1,0
EPL,2021,2022-03-07 20:00:00,Everton,a,0.208263,3.24279,0.208263,3.24279,21.428571428571427,9.928571428571429,2,13,0,5,0.0415,l,0,0,1,0
EPL,2021,2022-03-13 14:00:00,Everton,h,0.397268,0.712135,0.397268,0.712135,17.428571428571427,9.125,4,3,0,1,0.976,l,0,0,1,0
EPL,2021,2022-03-17 19:45:00,Everton,h,0.708809,0.75803,0.708809,0.75803,10.636363636363637,7.176470588235294,4,10,1,0,1.2871,w,1,0,0,3
EPL,2021,2022-04-03 13:00:00,Everton,a,0.657846,1.49657,0.657846,1.49657,24.846153846153847,29.571428571428573,9,6,1,2,0.6297,l,0,0,1,0
EPL,2021,2022-04-06 18:30:00,Everton,a,2.31574,2.24439,0.793435,2.24439,5.7272727272727275,3.8181818181818183,6,12,2,3,1.4121,l,0,0,1,0
EPL,2021,2022-04-09 11:30:00,Everton,h,0.357295,0.762357,0.357295,0.762357,18.6875,6.0,1,15,1,0,0.8654999999999999,w,1,0,0,3
EPL,2021,2022-04-20 18:45:00,Everton,h,1.68819,0.786333,1.68819,0.786333,15.73913043478261,7.3478260869565215,6,12,1,1,2.1176000000000004,d,0,1,0,1
EPL,2021,2022-04-24 15:30:00,Everton,a,0.424961,1.70397,0.424961,1.70397,29.153846153846153,3.6,2,15,0,2,0.3955999999999999,l,0,0,1,0
EPL,2021,2022-05-01 13:00:00,Everton,h,1.11712,1.21141,1.11712,1.21141,17.136363636363637,4.4375,5,11,1,0,1.2618,w,1,0,0,3
EPL,2021,2022-05-08 13:00:00,Everton,a,1.55635,1.47479,1.55635,1.47479,22.533333333333335,7.555555555555555,4,10,2,1,1.4396,w,1,0,0,3
EPL,2021,2022-05-11 18:45:00,Everton,a,0.812193,0.232236,0.812193,0.232236,10.392857142857142,18.642857142857142,6,3,0,0,1.8954,d,0,1,0,1
EPL,2021,2022-05-15 15:30:00,Everton,h,2.69589,1.81626,1.93472,1.81626,27.545454545454547,5.857142857142857,5,7,2,3,2.0349000000000004,l,0,0,1,0
EPL,2021,2022-05-19 18:45:00,Everton,h,0.813157,1.6023,0.813157,1.6023,13.55,7.117647058823529,4,3,3,2,0.6057,w,1,0,0,3
EPL,2021,2022-05-22 15:00:00,Everton,a,1.08601,4.35597,1.08601,3.5948,49.666666666666664,4.8,5,11,1,5,0.0474,l,0,0,1,0
EPL,2021,2021-08-14 14:00:00,Southampton,a,0.580601,2.38863,0.580601,2.38863,5.592592592592593,6.869565217391305,6,4,1,3,0.2455,l,0,0,1,0
EPL,2021,2021-08-22 13:00:00,Southampton,h,0.587526,2.26173,0.587526,2.26173,8.870967741935484,9.066666666666666,3,11,1,1,0.2769,d,0,1,0,1
EPL,2021,2021-08-28 14:00:00,Southampton,a,3.46036,1.19077,2.69919,1.19077,7.705882352941177,9.75,10,6,2,2,2.7954999999999997,d,0,1,0,1
EPL,2021,2021-09-11 14:00:00,Southampton,h,0.692135,0.725407,0.692135,0.725407,23.916666666666668,7.7,4,1,0,0,1.2896999999999998,d,0,1,0,1
EPL,2021,2021-09-18 14:00:00,Southampton,a,0.490923,1.22451,0.490923,1.22451,16.5,11.533333333333331,6,6,0,0,0.7269000000000001,d,0,1,0,1
EPL,2021,2021-09-26 13:00:00,Southampton,h,0.909342,0.909833,0.909342,0.909833,8.363636363636363,32.375,7,3,0,1,1.3033,l,0,0,1,0
EPL,2021,2021-10-02 14:00:00,Southampton,a,1.52634,3.79243,0.765173,3.79243,9.47222222222222,7.291666666666667,4,12,1,3,0.1839,l,0,0,1,0
EPL,2021,2021-10-16 14:00:00,Southampton,h,1.83082,0.446173,1.83082,0.446173,7.647058823529412,5.612903225806452,4,4,1,0,2.4654000000000003,w,1,0,0,3
EPL,2021,2021-10-23 14:00:00,Southampton,h,1.42567,0.673195,1.42567,0.673195,6.333333333333333,9.727272727272728,6,4,2,2,2.0092,d,0,1,0,1
EPL,2021,2021-10-30 14:00:00,Southampton,a,1.90757,0.852556,1.90757,0.852556,7.052631578947368,10.038461538461538,11,4,1,0,2.2118,w,1,0,0,3
EPL,2021,2021-11-05 20:00:00,Southampton,h,0.89818,0.536077,0.89818,0.536077,5.458333333333333,10.652173913043478,8,13,1,0,1.7231999999999998,w,1,0,0,3
EPL,2021,2021-11-20 15:00:00,Southampton,a,1.13118,0.43778,1.13118,0.43778,7.764705882352941,10.75,9,4,1,2,1.9398,l,0,0,1,0
EPL,2021,2021-11-27 15:00:00,Southampton,a,0.966132,3.07278,0.966132,3.07278,15.217391304347826,9.61111111111111,2,14,0,4,0.2162,l,0,0,1,0
EPL,2021,2021-12-01 19:30:00,Southampton,h,1.91169,1.4401,1.91169,1.4401,10.076923076923077,8.833333333333334,10,5,2,2,1.748,d,0,1,0,1
EPL,2021,2021-12-04 15:00:00,Southampton,h,1.34236,1.4872,1.34236,1.4872,8.652173913043478,4.24,8,6,1,1,1.2105,d,0,1,0,1
EPL,2021,2021-12-11 15:00:00,Southampton,a,0.502215,2.08429,0.502215,2.08429,20.0,21.375,2,7,0,3,0.3188999999999999,l,0,0,1,0
EPL,2021,2021-12-15 19:30:00,Southampton,a,0.625183,1.49244,0.625183,1.49244,6.358974358974359,5.333333333333333,2,4,2,2,0.641,d,0,1,0,1
EPL,2021,2021-12-26 15:00:00,Southampton,a,1.35643,1.53745,0.595257,1.53745,9.363636363636363,9.555555555555555,2,10,3,2,1.1727,w,1,0,0,3
EPL,2021,2021-12-28 15:00:00,Southampton,h,0.353043,2.80917,0.353043,2.048,8.142857142857142,7.642857142857143,0,10,1,1,0.1031,d,0,1,0,1
EPL,2021,2022-01-11 21:45:00,Southampton,h,1.59306,0.621466,1.59306,0.621466,8.576923076923077,9.77777777777778,1,3,4,1,2.1879,w,1,0,0,3
EPL,2021,2022-01-15 15:00:00,Southampton,a,0.91728,2.29917,0.91728,1.538,12.846153846153848,9.48,8,4,1,3,0.3762,l,0,0,1,0
EPL,2021,2022-01-22 17:30:00,Southampton,h,1.00222,1.62907,1.00222,1.62907,20.941176470588236,4.9,1,17,1,1,0.8467,d,0,1,0,1
EPL,2021,2022-02-09 19:45:00,Southampton,a,1.73293,1.74286,1.73293,1.74286,9.48,10.842105263157896,7,4,3,2,1.3425000000000002,w,1,0,0,3
EPL,2021,2022-02-12 12:30:00,Southampton,a,0.677386,2.99207,0.677386,2.99207,9.06896551724138,10.608695652173912,7,8,1,1,0.1409,d,0,1,0,1
EPL,2021,2022-02-19 15:00:00,Southampton,h,2.72851,0.19991,2.72851,0.19991,5.884615384615385,9.88888888888889,9,8,2,0,2.8855000000000004,w,1,0,0,3
EPL,2021,2022-02-25 20:00:00,Southampton,h,3.08863,0.424877,3.08863,0.424877,9.38095238095238,15.714285714285714,9,4,2,0,2.8648,w,1,0,0,3
EPL,2021,2022-03-05 15:00:00,Southampton,a,1.32947,2.85379,1.32947,2.85379,8.227272727272727,16.88888888888889,4,12,0,4,0.4892999999999999,l,0,0,1,0
EPL,2021,2022-03-10 19:30:00,Southampton,h,1.79835,0.812233,1.79835,0.812233,8.11111111111111,14.636363636363637,8,5,1,2,2.1947,l,0,0,1,0
EPL,2021,2022-03-13 14:00:00,Southampton,h,1.25696,1.29385,1.25696,1.29385,6.555555555555555,13.823529411764708,5,5,1,2,1.3351,l,0,0,1,0
EPL,2021,2022-04-02 14:00:00,Southampton,a,2.06387,1.50715,2.06387,1.50715,19.846153846153847,6.476190476190476,11,18,1,1,1.8314,d,0,1,0,1
EPL,2021,2022-04-09 14:00:00,Southampton,h,0.564726,4.39683,0.564726,4.39683,24.470588235294116,6.208333333333333,2,14,0,6,0.018,l,0,0,1,0
EPL,2021,2022-04-16 14:00:00,Southampton,h,1.04007,1.35002,1.04007,1.35002,25.166666666666668,7.636363636363637,4,12,1,0,1.1366,w,1,0,0,3
EPL,2021,2022-04-21 18:45:00,Southampton,a,1.31837,2.14743,1.31837,2.14743,9.882352941176473,15.6,4,4,0,2,0.7872,l,0,0,1,0
EPL,2021,2022-04-24 13:00:00,Southampton,a,0.926764,1.87343,0.926764,1.87343,8.125,6.818181818181818,7,5,2,2,0.525,d,0,1,0,1
EPL,2021,2022-04-30 14:00:00,Southampton,h,0.650256,0.756217,0.650256,0.756217,10.666666666666666,10.642857142857142,5,5,1,2,1.2252999999999998,l,0,0,1,0
EPL,2021,2022-05-07 14:00:00,Southampton,a,0.988574,3.68223,0.988574,3.68223,9.3125,8.458333333333334,5,11,0,3,0.1444,l,0,0,1,0
EPL,2021,2022-05-17 18:45:00,Southampton,h,0.121506,1.19178,0.121506,1.19178,19.0,7.75,3,12,1,2,0.3955999999999999,l,0,0,1,0
EPL,2021,2022-05-22 15:00:00,Southampton,a,1.05141,3.42058,0.290242,3.42058,12.6,12.4375,5,7,1,4,0.1395,l,0,0,1,0
EPL,2021,2021-08-14 14:00:00,Leicester City,h,0.668082,1.32714,0.668082,1.32714,11.5,20.26315789473684,6,7,1,0,0.7799,w,1,0,0,3
EPL,2021,2021-08-23 19:00:00,Leicester City,a,0.62676,2.28613,0.62676,2.28613,12.909090909090908,23.357142857142858,5,5,1,4,0.3362,l,0,0,1,0
EPL,2021,2021-08-28 14:00:00,Leicester City,a,1.27371,1.44084,1.27371,0.679671,8.772727272727273,10.96,3,2,2,1,1.1889,w,1,0,0,3
EPL,2021,2021-09-11 14:00:00,Leicester City,h,0.8001,2.75058,0.8001,2.75058,77.75,9.461538461538462,6,14,0,1,0.2819,l,0,0,1,0
EPL,2021,2021-09-19 13:00:00,Leicester City,a,1.25373,1.47438,1.25373,0.71321,8.857142857142858,13.761904761904765,12,6,1,2,1.1499,l,0,0,1,0
EPL,2021,2021-09-25 14:00:00,Leicester City,h,2.16233,0.428866,2.16233,0.428866,9.076923076923077,14.08695652173913,17,9,2,2,2.5699,d,0,1,0,1
EPL,2021,2021-10-03 13:00:00,Leicester City,a,1.04322,1.1703,1.04322,1.1703,9.323529411764708,6.8,1,13,2,2,1.2822,d,0,1,0,1
EPL,2021,2021-10-16 14:00:00,Leicester City,h,2.96611,1.02494,2.96611,1.02494,13.285714285714286,12.346153846153848,10,4,4,2,2.6238,w,1,0,0,3
EPL,2021,2021-10-24 13:00:00,Leicester City,a,1.00254,1.16789,1.00254,1.16789,21.333333333333332,5.837837837837838,5,7,2,1,1.1802,w,1,0,0,3
EPL,2021,2021-10-30 11:30:00,Leicester City,h,1.98801,1.10288,1.98801,1.10288,9.105263157894736,24.933333333333337,9,5,0,2,2.0833,l,0,0,1,0
EPL,2021,2021-11-07 14:00:00,Leicester City,a,0.795292,1.96551,0.795292,1.96551,12.444444444444445,8.772727272727273,4,5,1,1,0.452,d,0,1,0,1
EPL,2021,2021-11-20 12:30:00,Leicester City,h,0.499504,2.57178,0.499504,2.57178,10.0,8.869565217391305,1,8,0,3,0.1647,l,0,0,1,0
EPL,2021,2021-11-28 14:00:00,Leicester City,h,2.16027,2.38383,2.16027,1.62266,11.8,5.0,8,4,4,2,1.2363,w,1,0,0,3
EPL,2021,2021-12-01 19:30:00,Leicester City,a,1.4401,1.91169,1.4401,1.91169,8.833333333333334,10.076923076923077,5,10,2,2,1.0004,d,0,1,0,1
EPL,2021,2021-12-05 16:30:00,Leicester City,a,0.982614,1.84818,0.982614,1.84818,4.076923076923077,13.5,12,7,1,2,0.7368,l,0,0,1,0
EPL,2021,2021-12-12 14:00:00,Leicester City,h,2.05771,0.511934,1.29654,0.511934,12.166666666666666,7.387096774193548,8,7,4,0,2.6016999999999997,w,1,0,0,3
EPL,2021,2021-12-26 15:00:00,Leicester City,a,2.43425,3.82869,2.43425,2.30635,43.0,8.958333333333334,6,12,3,6,0.5574,l,0,0,1,0
EPL,2021,2021-12-28 20:00:00,Leicester City,h,0.615892,2.72682,0.615892,1.86362,18.583333333333332,6.0,6,22,1,0,0.1549,w,1,0,0,3
EPL,2021,2022-01-19 19:30:00,Leicester City,h,1.95031,4.24711,1.95031,4.24711,29.5,16.130434782608695,6,11,2,3,0.3056,l,0,0,1,0
EPL,2021,2022-01-23 14:00:00,Leicester City,h,1.70979,1.19738,1.70979,1.19738,16.72222222222222,10.217391304347826,10,8,1,1,1.799,d,0,1,0,1
EPL,2021,2022-02-10 19:45:00,Leicester City,a,0.544954,2.72997,0.544954,2.72997,23.666666666666668,4.523809523809524,5,12,0,2,0.176,l,0,0,1,0
EPL,2021,2022-02-13 16:30:00,Leicester City,h,1.40693,0.745068,0.645761,0.745068,11.318181818181818,15.857142857142858,3,7,2,2,1.9497,d,0,1,0,1
EPL,2021,2022-02-20 16:30:00,Leicester City,a,1.55048,0.472777,1.55048,0.472777,7.64,26.0,8,4,1,2,2.3895999999999997,l,0,0,1,0
EPL,2021,2022-03-01 19:45:00,Leicester City,a,1.79558,1.04214,1.79558,1.04214,7.952380952380952,8.0,7,6,2,0,1.9392000000000005,w,1,0,0,3
EPL,2021,2022-03-05 12:30:00,Leicester City,h,0.359129,2.14389,0.359129,2.14389,11.61904761904762,11.208333333333334,6,12,1,0,0.2368,w,1,0,0,3
EPL,2021,2022-03-13 16:30:00,Leicester City,a,0.54911,2.93665,0.54911,2.17548,16.473684210526315,22.625,6,9,0,2,0.1325,l,0,0,1,0
EPL,2021,2022-03-20 14:00:00,Leicester City,h,1.27865,1.72466,1.27865,1.72466,11.043478260869565,15.2,6,12,2,1,1.0108,w,1,0,0,3
EPL,2021,2022-04-02 16:30:00,Leicester City,a,1.07638,0.902127,1.07638,0.902127,12.192307692307692,14.894736842105264,4,7,1,1,1.4886,d,0,1,0,1
EPL,2021,2022-04-10 13:00:00,Leicester City,h,0.879235,1.52767,0.879235,0.675821,10.757575757575758,16.15,4,6,2,1,0.7836000000000001,w,1,0,0,3
EPL,2021,2022-04-17 13:15:00,Leicester City,a,0.541084,2.54294,0.541084,2.54294,3.3448275862068964,12.607142857142858,7,4,1,2,0.1508,l,0,0,1,0
EPL,2021,2022-04-20 18:45:00,Leicester City,a,0.786333,1.68819,0.786333,1.68819,7.3478260869565215,15.73913043478261,12,6,1,1,0.6446000000000001,d,0,1,0,1
EPL,2021,2022-04-23 14:00:00,Leicester City,h,0.235635,0.593202,0.235635,0.593202,4.56,25.53846153846154,4,5,0,0,0.8581,d,0,1,0,1
EPL,2021,2022-05-01 13:00:00,Leicester City,a,0.274133,1.65338,0.274133,1.65338,11.047619047619047,13.96551724137931,2,10,1,3,0.339,l,0,0,1,0
EPL,2021,2022-05-08 13:00:00,Leicester City,h,1.47479,1.55635,1.47479,1.55635,7.555555555555555,22.533333333333335,10,4,1,2,1.2794,l,0,0,1,0
EPL,2021,2022-05-11 18:45:00,Leicester City,h,2.57058,1.21966,2.57058,1.21966,7.642857142857143,37.0,13,3,3,0,2.3043,w,1,0,0,3
EPL,2021,2022-05-15 13:00:00,Leicester City,a,2.27297,2.58968,2.27297,2.58968,8.85,18.72222222222222,8,4,5,1,1.1772999999999998,w,1,0,0,3
EPL,2021,2022-05-19 19:00:00,Leicester City,a,0.0417972,1.61996,0.0417972,1.61996,36.166666666666664,8.88,0,11,1,1,0.1782,d,0,1,0,1
EPL,2021,2022-05-22 15:00:00,Leicester City,h,3.42058,1.05141,3.42058,0.290242,12.4375,12.6,7,5,4,1,2.7887999999999997,w,1,0,0,3
EPL,2021,2021-08-14 14:00:00,Crystal Palace,a,0.321701,1.18709,0.321701,1.18709,71.0,6.595238095238095,3,14,0,3,0.5141,l,0,0,1,0
EPL,2021,2021-08-21 14:00:00,Crystal Palace,h,0.606313,0.712439,0.606313,0.712439,9.2,8.172413793103448,5,6,0,0,1.2139,d,0,1,0,1
EPL,2021,2021-08-28 14:00:00,Crystal Palace,a,1.67658,1.44748,1.67658,1.44748,8.894736842105264,11.185185185185183,6,11,2,2,1.5829,d,0,1,0,1
EPL,2021,2021-09-11 11:30:00,Crystal Palace,h,2.89372,0.0775646,2.13255,0.0775646,6.035714285714286,12.761904761904765,7,1,3,0,2.9736,w,1,0,0,3
EPL,2021,2021-09-18 14:00:00,Crystal Palace,a,0.644168,2.76793,0.644168,2.76793,20.333333333333332,5.166666666666667,8,8,0,3,0.1891,l,0,0,1,0
EPL,2021,2021-09-27 19:00:00,Crystal Palace,h,1.36836,0.649566,0.607196,0.649566,17.38095238095238,11.043478260869565,4,5,1,1,2.0753,d,0,1,0,1
EPL,2021,2021-10-03 13:00:00,Crystal Palace,h,1.1703,1.04322,1.1703,1.04322,6.8,9.323529411764708,13,1,2,2,1.4124,d,0,1,0,1
EPL,2021,2021-10-18 19:00:00,Crystal Palace,a,0.492239,1.7436,0.492239,1.7436,21.384615384615383,16.894736842105264,3,10,2,2,0.4099,d,0,1,0,1
EPL,2021,2021-10-23 14:00:00,Crystal Palace,h,2.25588,0.721813,2.25588,0.721813,5.117647058823529,25.666666666666668,9,4,1,1,2.4970999999999997,d,0,1,0,1
EPL,2021,2021-10-30 14:00:00,Crystal Palace,a,1.05029,0.65739,1.05029,0.65739,16.68421052631579,7.2,5,12,2,0,1.7303,w,1,0,0,3
EPL,2021,2021-11-06 15:00:00,Crystal Palace,h,2.65161,0.25416,2.65161,0.25416,6.419354838709677,16.047619047619047,10,2,2,0,2.8632,w,1,0,0,3
EPL,2021,2021-11-20 15:00:00,Crystal Palace,a,1.74839,1.04224,1.74839,1.04224,17.875,11.782608695652174,9,5,3,3,1.8903,d,0,1,0,1
EPL,2021,2021-11-27 15:00:00,Crystal Palace,h,0.962129,0.454305,0.962129,0.454305,9.05,26.307692307692307,5,6,1,2,1.8547,l,0,0,1,0
EPL,2021,2021-11-30 20:15:00,Crystal Palace,a,0.707328,1.9818,0.707328,1.22063,12.636363636363637,3.8421052631578942,4,5,0,1,0.3847,l,0,0,1,0
EPL,2021,2021-12-05 14:00:00,Crystal Palace,a,0.520593,0.870376,0.520593,0.870376,14.866666666666667,7.0,3,13,0,1,0.9988,l,0,0,1,0
EPL,2021,2021-12-12 16:30:00,Crystal Palace,h,2.09864,1.27556,2.09864,1.27556,8.125,9.612903225806452,8,5,3,1,1.996,w,1,0,0,3
EPL,2021,2021-12-15 19:30:00,Crystal Palace,h,1.49244,0.625183,1.49244,0.625183,5.333333333333333,6.358974358974359,4,2,2,2,2.1068,d,0,1,0,1
EPL,2021,2021-12-26 15:00:00,Crystal Palace,a,0.178324,2.82148,0.178324,2.82148,14.0,5.666666666666667,2,15,0,3,0.0596,l,0,0,1,0
EPL,2021,2021-12-28 15:00:00,Crystal Palace,h,2.38978,0.594134,1.62862,0.594134,10.894736842105264,11.142857142857142,8,5,3,0,2.6129,w,1,0,0,3
EPL,2021,2022-01-01 17:30:00,Crystal Palace,h,2.69204,2.23146,2.69204,1.47029,10.2,9.823529411764708,11,4,2,3,1.6874,l,0,0,1,0
EPL,2021,2022-01-14 20:00:00,Crystal Palace,a,0.509681,2.18053,0.509681,1.41937,24.583333333333332,5.321428571428571,4,11,1,1,0.2317,d,0,1,0,1
EPL,2021,2022-01-23 14:00:00,Crystal Palace,h,1.62615,1.49697,1.62615,0.735802,10.88888888888889,13.571428571428571,5,11,1,3,1.4757,l,0,0,1,0
EPL,2021,2022-02-09 19:45:00,Crystal Palace,a,1.22883,0.296411,0.467662,0.296411,4.62962962962963,17.52173913043478,3,2,1,1,2.3404000000000003,d,0,1,0,1
EPL,2021,2022-02-12 15:00:00,Crystal Palace,a,0.49802,1.97576,0.49802,1.97576,5.7,9.08,5,7,0,0,0.2835,d,0,1,0,1
EPL,2021,2022-02-19 15:00:00,Crystal Palace,h,0.624023,1.12339,0.624023,1.12339,14.5,5.696969696969697,3,7,0,1,0.8432,l,0,0,1,0
EPL,2021,2022-02-23 19:30:00,Crystal Palace,a,0.818403,1.71917,0.818403,1.71917,10.92,26.76923076923077,2,4,4,1,0.5962999999999999,w,1,0,0,3
EPL,2021,2022-02-26 15:00:00,Crystal Palace,h,1.03765,0.255988,1.03765,0.255988,21.625,8.333333333333334,7,2,1,1,2.1414,d,0,1,0,1
EPL,2021,2022-03-05 15:00:00,Crystal Palace,a,2.53759,0.710865,1.77642,0.710865,14.8,4.818181818181818,9,8,2,0,2.7151,w,1,0,0,3
EPL,2021,2022-03-14 20:00:00,Crystal Palace,h,0.474002,2.04021,0.474002,2.04021,32.36363636363637,4.290322580645161,6,14,0,0,0.2973,d,0,1,0,1
EPL,2021,2022-04-04 19:00:00,Crystal Palace,h,1.39707,1.05199,0.635906,1.05199,22.375,5.555555555555555,1,8,3,0,1.6827,w,1,0,0,3
EPL,2021,2022-04-10 13:00:00,Crystal Palace,a,1.52767,0.879235,0.675821,0.879235,16.15,10.757575757575758,6,4,1,2,1.9377,l,0,0,1,0
EPL,2021,2022-04-20 18:45:00,Crystal Palace,a,0.432788,0.767855,0.432788,0.767855,5.393939393939394,14.148148148148149,4,5,0,1,0.9682,l,0,0,1,0
EPL,2021,2022-04-25 19:00:00,Crystal Palace,h,1.61656,0.374044,1.61656,0.374044,5.628571428571429,6.121951219512195,7,3,0,0,2.4001,d,0,1,0,1
EPL,2021,2022-04-30 14:00:00,Crystal Palace,a,0.756217,0.650256,0.756217,0.650256,10.642857142857142,10.666666666666666,5,5,2,1,1.4014,w,1,0,0,3
EPL,2021,2022-05-07 14:00:00,Crystal Palace,h,2.49142,0.255373,1.73025,0.255373,7.529411764705882,12.52,7,1,1,0,2.8436,w,1,0,0,3
EPL,2021,2022-05-15 13:00:00,Crystal Palace,a,1.39009,0.799443,1.39009,0.799443,8.785714285714286,13.727272727272728,5,3,1,1,1.9622,d,0,1,0,1
EPL,2021,2022-05-19 18:45:00,Crystal Palace,a,1.6023,0.813157,1.6023,0.813157,7.117647058823529,13.55,3,4,2,3,2.1339,l,0,0,1,0
EPL,2021,2022-05-22 15:00:00,Crystal Palace,h,0.354618,0.782005,0.354618,0.782005,15.5,5.888888888888889,4,5,1,0,0.8426,w,1,0,0,3
EPL,2021,2021-08-14 16:30:00,Norwich City,h,1.3333,1.78728,1.3333,1.78728,25.666666666666668,11.580645161290322,3,13,0,3,1.0335,l,0,0,1,0
EPL,2021,2021-08-21 14:00:00,Norwich City,a,0.0250088,2.43928,0.0250088,2.43928,27.583333333333332,7.617647058823529,0,16,0,5,0.0388,l,0,0,1,0
EPL,2021,2021-08-28 14:00:00,Norwich City,h,1.44084,1.27371,0.679671,1.27371,10.96,8.772727272727273,2,3,1,2,1.5021,l,0,0,1,0
EPL,2021,2021-09-11 14:00:00,Norwich City,a,0.577292,2.68515,0.577292,2.68515,19.363636363636363,12.5,5,13,0,1,0.2151,l,0,0,1,0
EPL,2021,2021-09-18 14:00:00,Norwich City,h,0.782665,2.42487,0.782665,2.42487,8.074074074074074,10.4,12,7,1,3,0.3517,l,0,0,1,0
EPL,2021,2021-09-25 14:00:00,Norwich City,a,0.800903,2.26681,0.800903,1.50564,14.0,10.607142857142858,4,6,0,2,0.2946999999999999,l,0,0,1,0
EPL,2021,2021-10-02 14:00:00,Norwich City,a,0.673617,0.584725,0.673617,0.584725,16.166666666666668,7.6923076923076925,9,6,0,0,1.4089,d,0,1,0,1
EPL,2021,2021-10-16 14:00:00,Norwich City,h,1.16088,1.17572,1.16088,1.17572,24.0,5.913043478260869,6,15,0,0,1.3029,d,0,1,0,1
EPL,2021,2021-10-23 11:30:00,Norwich City,a,0.267429,3.10509,0.267429,2.34393,18.166666666666668,6.888888888888889,0,10,0,7,0.047,l,0,0,1,0
EPL,2021,2021-10-31 14:00:00,Norwich City,h,0.661887,1.16855,0.661887,1.16855,8.727272727272727,4.285714285714286,2,5,1,2,0.8668,l,0,0,1,0
EPL,2021,2021-11-06 15:00:00,Norwich City,a,1.15797,2.79229,0.396837,2.79229,14.72222222222222,6.782608695652174,4,11,2,1,0.3436,w,1,0,0,3
EPL,2021,2021-11-20 15:00:00,Norwich City,h,0.43778,1.13118,0.43778,1.13118,10.75,7.764705882352941,4,9,2,1,0.7430999999999999,w,1,0,0,3
EPL,2021,2021-11-27 15:00:00,Norwich City,h,1.4047,0.297157,1.4047,0.297157,13.333333333333334,16.0,9,5,0,0,2.3478999999999997,d,0,1,0,1
EPL,2021,2021-11-30 19:30:00,Norwich City,a,1.51084,1.15636,1.51084,0.395187,4.923076923076923,36.625,8,2,1,1,1.62,d,0,1,0,1
EPL,2021,2021-12-05 14:00:00,Norwich City,a,1.06562,2.00668,1.06562,2.00668,22.545454545454547,24.05263157894737,9,3,0,3,0.6900999999999999,l,0,0,1,0
EPL,2021,2021-12-11 17:30:00,Norwich City,h,0.986107,2.09817,0.986107,1.337,24.7,8.551724137931034,8,9,0,1,0.5436,l,0,0,1,0
EPL,2021,2021-12-14 19:45:00,Norwich City,h,0.502647,1.96261,0.502647,1.96261,8.772727272727273,14.15,5,14,0,2,0.2555,l,0,0,1,0
EPL,2021,2021-12-26 15:00:00,Norwich City,h,0.154212,2.87539,0.154212,2.11422,13.88,9.5625,1,10,0,5,0.0342,l,0,0,1,0
EPL,2021,2021-12-28 15:00:00,Norwich City,a,0.594134,2.38978,0.594134,1.62862,11.142857142857142,10.894736842105264,5,8,0,3,0.263,l,0,0,1,0
EPL,2021,2022-01-12 21:45:00,Norwich City,a,0.343347,2.89217,0.343347,2.89217,28.5,9.55,4,12,0,2,0.0849,l,0,0,1,0
EPL,2021,2022-01-15 15:00:00,Norwich City,h,1.00153,0.541027,1.00153,0.541027,12.1,5.346153846153846,4,7,2,1,1.8435,w,1,0,0,3
EPL,2021,2022-01-21 20:00:00,Norwich City,a,0.925212,1.30606,0.925212,1.30606,8.25,5.090909090909091,2,9,3,0,1.034,w,1,0,0,3
EPL,2021,2022-02-09 19:45:00,Norwich City,h,0.296411,1.22883,0.296411,0.467662,17.52173913043478,4.62962962962963,2,3,1,1,0.4135,d,0,1,0,1
EPL,2021,2022-02-12 17:30:00,Norwich City,h,0.356755,4.44653,0.356755,3.46024,39.111111111111114,9.235294117647058,5,21,0,4,0.0075,l,0,0,1,0
EPL,2021,2022-02-19 15:00:00,Norwich City,a,0.66975,3.15449,0.66975,3.15449,25.428571428571427,7.681818181818182,5,21,1,3,0.1656,l,0,0,1,0
